,src,dst,band0,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23
0,5,4,8.859693535938547e-06,5.315816121563129e-05,1.7719387071877094e-05,0.014685828005171736,0.0005882836507863196,1.7719387071877094e-05,2.6579080607815643e-05,0.0034180697661650916,0.29055542144981183,0.9090630307646322,0.8306972695005485,0.13591833047354046,0.8195216520743157,0.5639513884592179,0.6813281523007462,0.5769928573441195,0.31367213382378273,0.6541271212067077,0.8608166836453253,0.5856434621126099,0.231973355851479,0.2010335340852744,0.0971996977827818,0.020953175212494665
1,4,5,8.859693535938547e-06,5.315816121563129e-05,1.7719387071877094e-05,0.014685828005171736,0.0005882836507863196,1.7719387071877094e-05,2.6579080607815643e-05,0.0034180697661650916,0.29055542144981183,0.9090630307646322,0.8306972695005485,0.13591833047354046,0.8195216520743157,0.5639513884592179,0.6813281523007462,0.5769928573441195,0.31367213382378273,0.6541271212067077,0.8608166836453253,0.5856434621126099,0.231973355851479,0.2010335340852744,0.0971996977827818,0.020953175212494665
2,0,8,3.543877414375419e-05,1.7719387071877094e-05,3.543877414375419e-05,0.0011996025047660793,0.03530587874071511,1.7719387071877094e-05,1.7719387071877094e-05,0.0008948290471297932,0.10744327544903395,0.41279970091998475,0.7176369483497296,1.3047316282635262,0.6748339969389032,0.9854318171057153,0.9118804133090607,0.31249025070608855,0.510674507350205,0.43981467844976857,0.47642116020155945,0.4564549548489683,0.3457973825850959,0.2464997093730038,0.19422397363355204,0.025000283219711397
3,8,0,3.543877414375419e-05,1.7719387071877094e-05,3.543877414375419e-05,0.0011996025047660793,0.03530587874071511,1.7719387071877094e-05,1.7719387071877094e-05,0.0008948290471297932,0.10744327544903395,0.41279970091998475,0.7176369483497296,1.3047316282635262,0.6748339969389032,0.9854318171057153,0.9118804133090607,0.31249025070608855,0.510674507350205,0.43981467844976857,0.47642116020155945,0.4564549548489683,0.3457973825850959,0.2464997093730038,0.19422397363355204,0.025000283219711397
4,3,5,8.859693535938547e-06,8.859693535938547e-06,8.859693535938547e-06,0.0005138622250844358,0.010975388352320673,1.7719387071877094e-05,0.0,0.00029236988668597205,0.16348438094125964,0.29662431152192975,0.40072216669179334,0.3965793739943884,0.45290576161847135,0.4119562580953634,0.3791984272155842,0.56188353598793,0.9284179172632434,0.6193333327523698,0.22648743361402585,0.5396457052127241,0.4715022583504064,0.39675125204898565,0.32615367007721296,0.034260434903474364
5,5,3,8.859693535938547e-06,8.859693535938547e-06,8.859693535938547e-06,0.0005138622250844358,0.010975388352320673,1.7719387071877094e-05,0.0,0.00029236988668597205,0.16348438094125964,0.29662431152192975,0.40072216669179334,0.3965793739943884,0.45290576161847135,0.4119562580953634,0.3791984272155842,0.56188353598793,0.9284179172632434,0.6193333327523698,0.22648743361402585,0.5396457052127241,0.4715022583504064,0.39675125204898565,0.32615367007721296,0.034260434903474364
6,3,0,1.7719387071877094e-05,2.6579080607815643e-05,8.859693535938547e-06,0.00788335530827812,0.003313525382441017,2.6579080607815643e-05,2.6579080607815643e-05,0.003410982011336341,0.022771184326069255,0.11125471560819472,0.254921734048267,0.7798709796235762,0.6904483208266413,0.36454626604584905,0.5874118569423832,0.3776426650306734,0.39639686430754817,0.6443761425010537,0.25978216192208287,0.3344357115946083,0.1853164377525194,0.23105549160115574,0.16185774120806132,0.011180933242354448
7,0,3,1.7719387071877094e-05,2.6579080607815643e-05,8.859693535938547e-06,0.00788335530827812,0.003313525382441017,2.6579080607815643e-05,2.6579080607815643e-05,0.003410982011336341,0.022771184326069255,0.11125471560819472,0.254921734048267,0.7798709796235762,0.6904483208266413,0.36454626604584905,0.5874118569423832,0.3776426650306734,0.39639686430754817,0.6443761425010537,0.25978216192208287,0.3344357115946083,0.1853164377525194,0.23105549160115574,0.16185774120806132,0.011180933242354448
8,7,0,8.859693535938547e-06,3.543877414375419e-05,2.6579080607815643e-05,0.00414633657481924,0.016673943234636345,3.543877414375419e-05,3.543877414375419e-05,0.008312164475417544,0.02384852306003938,0.08742922775134877,0.24174028200549766,0.15261530891137023,0.4230716296055519,0.5408523954723189,0.555984752031702,0.5940141005653646,0.4908553729103105,0.4092345602411231,0.32178406922528807,0.8430122435155031,0.5518525909665403,0.42595103000473195,0.13422081319205462,0.030893751359817714
9,0,7,8.859693535938547e-06,3.543877414375419e-05,2.6579080607815643e-05,0.00414633657481924,0.016673943234636345,3.543877414375419e-05,3.543877414375419e-05,0.008312164475417544,0.02384852306003938,0.08742922775134877,0.24174028200549766,0.15261530891137023,0.4230716296055519,0.5408523954723189,0.555984752031702,0.5940141005653646,0.4908553729103105,0.4092345602411231,0.32178406922528807,0.8430122435155031,0.5518525909665403,0.42595103000473195,0.13422081319205462,0.030893751359817714
