,src,dst,band0,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23
0,5,4,0.16598270367839826,0.0008721022148474929,0.02849248153377261,0.0018699074385936936,0.0009671312837757025,0.0007578267522123042,0.0015878274808257802,0.005870751530431985,0.0020166611906094097,0.048687963030427175,0.016664369701227234,0.022462947255258044,0.003538329193067449,0.017417986304816137,0.014365628552849908,0.22040428768409517,0.43371748218677525,0.35793059681692146,0.04510392365230565,0.04641267842438024,0.032148694888295304,0.03843625113244406,0.11551204343086213,0.4554923708670088
1,4,5,0.16598270367839826,0.0008721022148474929,0.02849248153377261,0.0018699074385936936,0.0009671312837757025,0.0007578267522123042,0.0015878274808257802,0.005870751530431985,0.0020166611906094097,0.048687963030427175,0.016664369701227234,0.022462947255258044,0.003538329193067449,0.017417986304816137,0.014365628552849908,0.22040428768409517,0.43371748218677525,0.35793059681692146,0.04510392365230565,0.04641267842438024,0.032148694888295304,0.03843625113244406,0.11551204343086213,0.4554923708670088
2,0,8,0.439615900408161,0.25184447470405236,0.4455052968824966,0.2348829887999736,0.12061594646203166,0.1254906971181275,0.14732994092731874,0.47053222464940636,0.4975836324543688,0.8922363484642065,0.8972151499362806,0.7744303754833939,0.7072935411852204,0.5077613660265408,0.5150088361568251,0.519152825301859,0.6690641887851263,0.7392088735498186,0.6615845590307515,0.3856538240522182,0.7839585432679551,0.7977377582625456,0.9826703408948749,0.5142684514489098
3,8,0,0.439615900408161,0.25184447470405236,0.4455052968824966,0.2348829887999736,0.12061594646203166,0.1254906971181275,0.14732994092731874,0.47053222464940636,0.4975836324543688,0.8922363484642065,0.8972151499362806,0.7744303754833939,0.7072935411852204,0.5077613660265408,0.5150088361568251,0.519152825301859,0.6690641887851263,0.7392088735498186,0.6615845590307515,0.3856538240522182,0.7839585432679551,0.7977377582625456,0.9826703408948749,0.5142684514489098
4,3,5,0.027416487835591804,0.0014019794915927628,0.0017424000802849565,0.0011662111686822681,0.0010591531036871966,0.0011998923576694816,0.006595498543460419,0.01901663988210209,0.020802344348227753,0.05159176268096766,0.1400139055194533,0.09989179058823852,0.04350166137619964,0.17843211315779706,0.18716516430233884,0.3991232923980869,0.26049693157494613,0.5879376320611925,0.15511450573198848,0.46788163536607325,0.40279153474867646,0.05617300583303204,0.013388272622417374,0.017641725631659767
5,5,3,0.027416487835591804,0.0014019794915927628,0.0017424000802849565,0.0011662111686822681,0.0010591531036871966,0.0011998923576694816,0.006595498543460419,0.01901663988210209,0.020802344348227753,0.05159176268096766,0.1400139055194533,0.09989179058823852,0.04350166137619964,0.17843211315779706,0.18716516430233884,0.3991232923980869,0.26049693157494613,0.5879376320611925,0.15511450573198848,0.46788163536607325,0.40279153474867646,0.05617300583303204,0.013388272622417374,0.017641725631659767
6,3,0,0.0031341549252208866,0.002068987323500259,0.0006946745228612788,0.001018855966863209,0.0006946745228612788,0.0007518122541788732,0.001391153395132587,0.0009478848900687233,0.0008287978290067898,0.006856527758111324,0.003416836332792143,0.001061558902900569,0.0020094437929692923,0.0014242331343164573,0.004386974865584561,0.00677232478564329,0.07185580945520334,0.04900432562698564,0.003384358043411616,0.003412024734365398,0.001433254881366604,0.0011265154816616236,0.002710734263667345,0.0034920175582100303
7,0,3,0.0031341549252208866,0.002068987323500259,0.0006946745228612788,0.001018855966863209,0.0006946745228612788,0.0007518122541788732,0.001391153395132587,0.0009478848900687233,0.0008287978290067898,0.006856527758111324,0.003416836332792143,0.001061558902900569,0.0020094437929692923,0.0014242331343164573,0.004386974865584561,0.00677232478564329,0.07185580945520334,0.04900432562698564,0.003384358043411616,0.003412024734365398,0.001433254881366604,0.0011265154816616236,0.002710734263667345,0.0034920175582100303
8,7,0,0.14746707148248098,0.17655859702038332,0.49203706236793887,0.47054365219566985,0.08676454718047207,0.05616939713421198,0.0533437859581061,0.07238869398096531,0.09777528873027416,0.2234494280384213,0.1899823551811979,0.13849644766561867,0.11535446358238625,0.17717688741822002,0.166068109550473,0.09181852987796411,0.13404571912087973,0.14442373547756487,0.1037681345707848,0.08392750845810266,0.06588882595623646,0.11665118935839398,0.23900291995287384,0.3612109040443547
9,0,7,0.14746707148248098,0.17655859702038332,0.49203706236793887,0.47054365219566985,0.08676454718047207,0.05616939713421198,0.0533437859581061,0.07238869398096531,0.09777528873027416,0.2234494280384213,0.1899823551811979,0.13849644766561867,0.11535446358238625,0.17717688741822002,0.166068109550473,0.09181852987796411,0.13404571912087973,0.14442373547756487,0.1037681345707848,0.08392750845810266,0.06588882595623646,0.11665118935839398,0.23900291995287384,0.3612109040443547
10,3,1,0.23264980568016067,0.1987220222735765,0.1692924819461953,0.06654440624188043,0.06922747381459399,0.05319041625825361,0.06304096113740687,0.2709104334700286,0.20448090414058667,0.4459587900342173,0.6582146357826202,0.6470938289188063,0.5044527906583504,0.475643345078216,0.5548139870416781,0.5887513936451158,0.7086053032063117,0.5286581379938934,0.437561347879941,0.47360803894370296,0.3250565534657944,0.5929819915618311,0.40344891938373045,0.25026266172125994
11,1,3,0.23264980568016067,0.1987220222735765,0.1692924819461953,0.06654440624188043,0.06922747381459399,0.05319041625825361,0.06304096113740687,0.2709104334700286,0.20448090414058667,0.4459587900342173,0.6582146357826202,0.6470938289188063,0.5044527906583504,0.475643345078216,0.5548139870416781,0.5887513936451158,0.7086053032063117,0.5286581379938934,0.437561347879941,0.47360803894370296,0.3250565534657944,0.5929819915618311,0.40344891938373045,0.25026266172125994
12,5,7,0.023068607207224548,0.13842006354059408,0.05698496306754522,0.3429244242235111,0.18418257472756044,0.25462437569510415,0.056521846718971036,0.057887739222363205,0.02371997734424512,0.08687942409291059,0.043695929662679454,0.06547562994133974,0.06217848211941287,0.08715127940402168,0.057975550893651306,0.021091641703635783,0.21106798238680027,0.06503777448450597,0.11529492005185528,0.03109375193323151,0.12525793604423371,0.2982180588912152,0.117145581096742,0.04609992452664182
13,7,5,0.023068607207224548,0.13842006354059408,0.05698496306754522,0.3429244242235111,0.18418257472756044,0.25462437569510415,0.056521846718971036,0.057887739222363205,0.02371997734424512,0.08687942409291059,0.043695929662679454,0.06547562994133974,0.06217848211941287,0.08715127940402168,0.057975550893651306,0.021091641703635783,0.21106798238680027,0.06503777448450597,0.11529492005185528,0.03109375193323151,0.12525793604423371,0.2982180588912152,0.117145581096742,0.04609992452664182
14,2,6,0.7699670164927847,0.3936693455813717,1.245547810791453,1.0907123777682155,0.63294472229516,0.3296594488107791,0.4841923525829348,0.5547514362621304,0.9080436521956698,1.1557375218068515,1.3980496185777191,1.0728926229947664,1.0619702945660559,1.1496845309860064,0.8640397802336788,1.1937377218318717,1.043820343850571,1.0887751079516477,1.0992000373929935,0.9133069394247254,0.8186092693381578,0.7744827016162846,0.6876291398649178,0.278431563260834
15,6,2,0.7699670164927847,0.3936693455813717,1.245547810791453,1.0907123777682155,0.63294472229516,0.3296594488107791,0.4841923525829348,0.5547514362621304,0.9080436521956698,1.1557375218068515,1.3980496185777191,1.0728926229947664,1.0619702945660559,1.1496845309860064,0.8640397802336788,1.1937377218318717,1.043820343850571,1.0887751079516477,1.0992000373929935,0.9133069394247254,0.8186092693381578,0.7744827016162846,0.6876291398649178,0.278431563260834
16,4,2,1.0316500070799235,1.0544473604258402,0.7632464163902289,0.6668003317253429,0.5401704886796836,0.6377599294207248,0.9937622781681283,1.8594145453245698,2.2292177612594837,2.3242696852802207,2.5713819529315693,3.044414404413473,3.0171386558318636,2.587853257245923,2.3270513906206824,2.201527613763371,2.566024839533193,2.8502988861837015,2.7225479407046103,2.1500140395568383,1.812704750697338,1.8692939597942837,1.920634917907257,0.7880538149789184
17,2,4,1.0316500070799235,1.0544473604258402,0.7632464163902289,0.6668003317253429,0.5401704886796836,0.6377599294207248,0.9937622781681283,1.8594145453245698,2.2292177612594837,2.3242696852802207,2.5713819529315693,3.044414404413473,3.0171386558318636,2.587853257245923,2.3270513906206824,2.201527613763371,2.566024839533193,2.8502988861837015,2.7225479407046103,2.1500140395568383,1.812704750697338,1.8692939597942837,1.920634917907257,0.7880538149789184
18,7,4,0.803663843174885,0.5319264162252598,0.7800394963493715,0.3439919976244451,0.32004106355571627,0.34016737832498634,0.512785877683669,1.160187648901787,1.2004059958015367,1.8030448654058446,1.2456855427964184,1.3485743577547156,1.5526474789286357,1.569278768890679,1.2067188129374258,1.0973439632998767,1.371389754594733,1.7640330268116013,1.2452031800541374,1.6846849571561529,1.4091144906098219,1.4635420891135524,1.1218554485853212,0.7052233509621134
19,4,7,0.803663843174885,0.5319264162252598,0.7800394963493715,0.3439919976244451,0.32004106355571627,0.34016737832498634,0.512785877683669,1.160187648901787,1.2004059958015367,1.8030448654058446,1.2456855427964184,1.3485743577547156,1.5526474789286357,1.569278768890679,1.2067188129374258,1.0973439632998767,1.371389754594733,1.7640330268116013,1.2452031800541374,1.6846849571561529,1.4091144906098219,1.4635420891135524,1.1218554485853212,0.7052233509621134
20,6,5,0.45233836809827754,0.020046321945425476,1.1378864916436282,1.1663007847029663,0.05356872818455642,0.01787268235614352,0.04777195497993564,0.05569004164094753,0.14085713814374032,0.31798290232867615,0.20933039390494207,0.2501153065194409,0.3112123818924429,0.06711217485623631,0.08055878810957796,0.06998770636601967,0.10225729266478695,0.056767238238735016,0.16095999637068006,0.06787180595785865,0.13860109993140035,0.12960220797378091,0.10563082461173838,0.04004753515560022
21,5,6,0.45233836809827754,0.020046321945425476,1.1378864916436282,1.1663007847029663,0.05356872818455642,0.01787268235614352,0.04777195497993564,0.05569004164094753,0.14085713814374032,0.31798290232867615,0.20933039390494207,0.2501153065194409,0.3112123818924429,0.06711217485623631,0.08055878810957796,0.06998770636601967,0.10225729266478695,0.056767238238735016,0.16095999637068006,0.06787180595785865,0.13860109993140035,0.12960220797378091,0.10563082461173838,0.04004753515560022
22,8,2,0.0013316098646016202,0.0008931529579645014,0.0008269934795967606,0.0008209789815633296,0.0007818847443460281,0.0008233847807767019,0.0008721022148474929,0.0008179717325466141,0.0012359793458700675,0.0037139525356436336,0.0027053212154372576,0.0010705806499507154,0.09627346857132645,0.0023943716671088757,0.0010651676017206276,0.003117915780530623,0.1005136896848953,0.08849491826469015,0.0014482911264501813,0.0013322113144049632,0.0007878992423794592,0.0007788774953293127,0.001012240019026435,0.0008721022148474929
23,2,8,0.0013316098646016202,0.0008931529579645014,0.0008269934795967606,0.0008209789815633296,0.0007818847443460281,0.0008233847807767019,0.0008721022148474929,0.0008179717325466141,0.0012359793458700675,0.0037139525356436336,0.0027053212154372576,0.0010705806499507154,0.09627346857132645,0.0023943716671088757,0.0010651676017206276,0.003117915780530623,0.1005136896848953,0.08849491826469015,0.0014482911264501813,0.0013322113144049632,0.0007878992423794592,0.0007788774953293127,0.001012240019026435,0.0008721022148474929
24,8,4,0.0007638412502457352,0.000811957234513183,0.0006826455267944169,0.000823986230580045,0.0007097107679448564,0.0007668484992624507,0.0007397832581120113,0.0007337687600785802,0.001744805879498329,0.033360014792228304,0.011831119081562091,0.0010627618025072553,0.0010663705013273137,0.0009779573802358784,0.009205790689969465,0.0019017842781708775,0.007166875856636364,0.001018254517059866,0.001104261838937929,0.0010236675652899538,0.000842029724680338,0.001340631611651767,0.0007668484992624507,0.0015535448420352237
25,4,8,0.0007638412502457352,0.000811957234513183,0.0006826455267944169,0.000823986230580045,0.0007097107679448564,0.0007668484992624507,0.0007397832581120113,0.0007337687600785802,0.001744805879498329,0.033360014792228304,0.011831119081562091,0.0010627618025072553,0.0010663705013273137,0.0009779573802358784,0.009205790689969465,0.0019017842781708775,0.007166875856636364,0.001018254517059866,0.001104261838937929,0.0010236675652899538,0.000842029724680338,0.001340631611651767,0.0007668484992624507,0.0015535448420352237
26,1,2,0.0013688997524088924,0.00140919688923288,0.0022885165017204902,0.005011881211258041,0.0014861824640607967,0.0013719070014256078,0.0048410694671086,0.013544048121483238,0.002272277357030226,0.0014537041746802693,0.002299342598180666,0.0014488925762535245,0.04816229590230531,0.01259917048043123,0.00230595854601744,0.10181823430834648,0.05286142321582494,0.0038300323476888514,0.10619197727825748,0.0016076753243361025,0.002726973408357609,0.0014831752150440813,0.0015992550270892993,0.0029501112853978985
27,2,1,0.0013688997524088924,0.00140919688923288,0.0022885165017204902,0.005011881211258041,0.0014861824640607967,0.0013719070014256078,0.0048410694671086,0.013544048121483238,0.002272277357030226,0.0014537041746802693,0.002299342598180666,0.0014488925762535245,0.04816229590230531,0.01259917048043123,0.00230595854601744,0.10181823430834648,0.05286142321582494,0.0038300323476888514,0.10619197727825748,0.0016076753243361025,0.002726973408357609,0.0014831752150440813,0.0015992550270892993,0.0029501112853978985
28,6,4,1.9550643104498293,1.3060362189634718,1.0971514993628069,1.0479114054129108,0.6925568181037078,0.34410446873767025,0.6013066582899029,0.7788498286383588,1.1266676484618694,1.4834524834034224,1.7849285958793473,1.5482544895650179,1.2653860311049216,1.1116247874304552,0.8041239522744426,0.7317647293338411,0.8153067084680008,0.7646111059940144,1.5141649161613342,1.3533787387838203,1.4105453396919754,1.8475503465038239,1.374177474433228,1.1587357490765169
29,4,6,1.9550643104498293,1.3060362189634718,1.0971514993628069,1.0479114054129108,0.6925568181037078,0.34410446873767025,0.6013066582899029,0.7788498286383588,1.1266676484618694,1.4834524834034224,1.7849285958793473,1.5482544895650179,1.2653860311049216,1.1116247874304552,0.8041239522744426,0.7317647293338411,0.8153067084680008,0.7646111059940144,1.5141649161613342,1.3533787387838203,1.4105453396919754,1.8475503465038239,1.374177474433228,1.1587357490765169
